sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius
1932	"(-2.53, 1.38, 108.97000000000008, 0.05640269151138721)"	0.132138172	46.18285497	0.902405839	0.057950707	-295	48.168755	83.41154	57.36679967
717	"(-2.53, 1.38, 69.57000000000002, 0.0970292887029289)"	0.245206893	39.75344206	0.7270231	0.120225084	-184	25.088646	89.19662	34.32242428
606	"(-2.53, 1.38, 53.84000000000002, 0.08884488448844888)"	0.577888284	26.32268813	0.794386741	0.154481268	-127	16.868101	60.477375	24.44631725
2343	"(-2.53, 1.38, 194.69000000000005, 0.08309432351685875)"	0.25943265	43.55892783	0.845670895	0.071642908	-232	40.98578	96.00971	49.51612681
1620	"(-2.53, 1.38, -197.98999999999995, -0.12221604938271602)"	0.197108539	37.73597448	0.901383653	0.068834618	-244	35.64439	72.66194	48.35091204
1038	"(-2.53, 1.38, 94.83000000000003, 0.0913583815028902)"	0.794557856	21.66096708	0.901862987	0.127096225	-163	20.85806	42.74581	26.17267059
354	"(-2.53, 1.38, -1.749999999999985, -0.004943502824858714)"	0.588395345	22.55428292	0.769614639	0.193090415	-112	14.831977	64.02499	20.18771749
1302	"(-2.53, 1.38, -107.05999999999995, -0.08222734254992316)"	0.08534505	50.20059491	0.915790987	0.054406189	-238	49.40153	86.631035	60.21110317
2478	"(-2.53, 1.38, 106.00000000000009, 0.04277643260694112)"	0.394572616	31.78785787	0.896674935	0.075775383	-214	38.334316	70.045845	44.15278348
2577	"(-2.53, 1.38, -103.70999999999991, -0.04024447031431894)"	0.105539729	55.28950663	0.920067222	0.047136136	-397	59.877335	99.097824	69.17476885
4200	"(-2.53, 1.38, -291.73999999999984, -0.06946190476190472)"	0.129939795	56.04099259	0.945854087	0.041507028	-358	65.30498	93.92206	76.4144464
1218	"(-2.53, 1.38, 99.15000000000003, 0.08140394088669954)"	0.578835915	28.04318803	0.84961117	0.114030316	-205	20.211187	60.101208	30.96568652
1053	"(-2.53, 1.38, 15.850000000000037, 0.015052231718898421)"	0.162424793	38.06260366	0.863077141	0.078373101	-217	39.000935	76.7717	44.35112164
444	"(-2.53, 1.38, 31.050000000000008, 0.06993243243243245)"	0.83656569	15.9072794	0.879656332	0.173418455	-136	14.976529	33.887352	19.66585841
825	"(-2.53, 1.38, 6.450000000000028, 0.007818181818181853)"	0.516727955	24.72840446	0.842138428	0.126298092	-163	25.249506	51.10236	28.20596608
492	"(-2.53, 1.38, 36.990000000000016, 0.07518292682926833)"	0.325178889	23.71122165	0.844821143	0.130334403	-118	19.311188	45.163723	27.24566498
420	"(-2.53, 1.38, 15.040000000000013, 0.03580952380952384)"	0.159899786	34.13418316	0.80612085	0.11542765	-139	24.977816	65.61871	32.24120367
1209	"(-2.53, 1.38, -98.23999999999995, -0.08125723738626961)"	0.094811212	45.26747768	0.915202317	0.059121882	-280	43.13859	93.83988	55.44417057
1422	"(-2.53, 1.38, 75.01000000000005, 0.052749648382559806)"	0.474859729	27.01154067	0.848262835	0.102312746	-166	24.138363	59.77942	34.566951
2610	"(-2.53, 1.38, -5.309999999999896, -0.0020344827586206496)"	0.13218501	46.21572404	0.945689337	0.049675385	-289	53.933453	81.516655	63.86038372
960	"(-2.53, 1.38, 27.020000000000028, 0.028145833333333363)"	0.873966405	19.61319321	0.929350816	0.129696519	-208	18.57591	36.307278	24.88933248
2454	"(-2.53, 1.38, 64.92000000000007, 0.0264547677261614)"	0.397163342	33.56399416	0.873198839	0.078336492	-193	34.593742	72.0961	43.85751173
1377	"(-2.53, 1.38, 62.96000000000003, 0.045722585330428486)"	0.377675799	28.27582096	0.835628479	0.097618925	-142	25.656336	88.51342	36.77680543
651	"(-2.53, 1.38, -2.5599999999999694, -0.003932411674347111)"	0.120115443	37.90306285	0.876239437	0.082275798	-184	30.978909	67.70244	41.6127439
918	"(-2.53, 1.38, 9.770000000000024, 0.010642701525054492)"	0.290144926	34.68500746	0.825419986	0.102166326	-145	25.991816	66.764496	35.57447499
315	"(-2.53, 1.38, 31.070000000000014, 0.09863492063492069)"	0.385294807	23.33818258	0.845364489	0.156532203	-148	15.92483	45.233837	22.67115027
1677	"(-2.53, 1.38, -103.27999999999994, -0.06158616577221225)"	0.178374193	34.96668881	0.857940142	0.069557473	-199	39.07272	83.279976	50.27134074
243	"(-2.53, 1.38, 54.670000000000016, 0.22497942386831282)"	1.079580094	11.66227649	0.931847464	0.221258751	-139	12.351812	20.384964	14.5504348
1254	"(-2.53, 1.38, 17.590000000000035, 0.014027113237639582)"	0.65290767	25.62509682	0.904133238	0.111362297	-235	22.827559	45.92822	29.79549727
438	"(-2.53, 1.38, 30.430000000000007, 0.06947488584474887)"	0.360060694	23.70046767	0.803997095	0.145631116	-154	21.4847	47.456722	25.6219747
1188	"(-2.53, 1.38, -28.399999999999963, -0.023905723905723875)"	0.124466305	63.55520983	0.701694909	0.084137602	-214	21.269768	132.10881	50.81393182
492	"(-2.53, 1.38, 20.850000000000016, 0.042378048780487836)"	0.651226581	19.42942372	0.822296544	0.166550693	-142	14.398768	61.52945	21.90515579
1389	"(-2.53, 1.38, 252.70000000000005, 0.1819294456443485)"	0.39888836	28.76900727	0.903628028	0.092403939	-238	30.037167	51.467113	35.92866483
630	"(-2.53, 1.38, 73.52000000000001, 0.11669841269841272)"	0.219215621	34.42574721	0.847603531	0.103752666	-211	28.130354	57.213833	34.11373202
498	"(-2.53, 1.38, 50.91000000000002, 0.10222891566265063)"	0.889535089	15.68508181	0.915194006	0.165711342	-139	14.790213	28.791279	19.78134667
2274	"(-2.53, 1.38, -4.809999999999917, -0.0021152154793315377)"	0.117483184	47.1977863	0.922680207	0.050656911	-328	46.34634	95.818886	64.18467544
1572	"(-2.53, 1.38, 22.320000000000046, 0.014198473282442777)"	0.322243878	33.32931836	0.842053159	0.087453999	-202	27.810352	77.33295	40.73822221
1530	"(-2.53, 1.38, -48.62999999999995, -0.03178431372549016)"	0.239261123	56.49481577	0.792946156	0.086061566	-202	26.337496	102.41895	43.96107582
1290	"(-2.53, 1.38, 94.63000000000005, 0.07335658914728686)"	0.134839176	40.02726312	0.8441021	0.069744389	-184	42.695103	99.697876	50.95854283
972	"(-2.53, 1.38, 141.42000000000002, 0.14549382716049383)"	0.360893618	37.03684814	0.757797702	0.118039448	-196	19.905643	98.96129	33.53828114
1800	"(-2.53, 1.38, 128.03000000000006, 0.0711277777777778)"	0.540625716	39.13450704	0.80513748	0.103936627	-199	24.055418	85.18003	35.84945789
1431	"(-2.53, 1.38, 18.110000000000042, 0.012655485674353628)"	0.297291487	32.04750274	0.880574114	0.084531457	-196	34.21287	70.46079	40.30296395
723	"(-2.53, 1.38, 32.770000000000024, 0.04532503457814664)"	0.190831353	34.68200969	0.853126882	0.093514741	-169	27.202589	67.85914	37.60343809
873	"(-2.53, 1.38, 27.760000000000026, 0.03179839633447884)"	0.216758447	34.80869382	0.858393322	0.091420004	-184	31.209297	62.47302	38.22906591
663	"(-2.53, 1.38, -47.789999999999985, -0.07208144796380088)"	0.372052885	26.08591596	0.845992613	0.120648973	-190	20.838793	64.29416	29.39212966
1113	"(-2.53, 1.38, 0.5200000000000387, 0.00046720575022465285)"	0.161902847	46.42433195	0.817269935	0.079194055	-205	35.176727	91.6785	46.3514315
2955	"(-2.53, 1.38, -179.60999999999987, -0.06078172588832483)"	0.109458198	55.14587638	0.940237479	0.044677384	-355	65.66552	93.79194	71.41607197
1524	"(-2.53, 1.38, 34.64000000000004, 0.022729658792650948)"	0.308134006	44.3516351	0.835429324	0.08762251	-235	37.385365	73.388275	40.98225507
3249	"(-2.53, 1.38, -43.979999999999876, -0.013536472760849454)"	0.399483508	44.92048139	0.828263738	0.074651582	-244	35.956352	96.24904	48.5191955
1215	"(-2.53, 1.38, 127.70000000000005, 0.10510288065843625)"	0.327418504	30.27847606	0.891305514	0.090763807	-190	29.409018	63.684387	37.083606
882	"(-2.53, 1.38, 40.47000000000003, 0.04588435374149663)"	0.238712231	31.06592594	0.878013943	0.09222522	-211	29.143261	58.430164	37.04845836
1170	"(-2.53, 1.38, -258.2799999999999, -0.22075213675213667)"	0.065113732	52.08691458	0.921604105	0.05241154	-184	59.408943	84.76063	62.10834163
2637	"(-2.53, 1.38, 44.830000000000084, 0.017000379218809286)"	0.589853015	29.99494318	0.88555052	0.085538255	-202	30.719173	70.343994	39.6047729
5448	"(-2.53, 1.38, -140.0499999999998, -0.025706681350954445)"	0.257449802	49.25690701	0.941869935	0.047965001	-340	60.22541	86.53555	66.40577754
1140	"(-2.53, 1.38, 7.6800000000000495, 0.006736842105263202)"	0.380480246	27.28463275	0.878749087	0.098514783	-238	28.12416	59.469105	34.65412692
3804	"(-2.53, 1.38, 490.52000000000015, 0.12894847528916933)"	0.251045193	55.97744388	0.891118991	0.05688872	-280	42.82987	91.099976	59.17787917
1236	"(-2.53, 1.38, 22.380000000000038, 0.018106796116504884)"	0.635214099	22.91239559	0.852898677	0.118995941	-175	23.658146	79.10081	29.5591313
636	"(-2.53, 1.38, 62.29000000000002, 0.09794025157232708)"	0.975904802	16.69175488	0.91894572	0.15705501	-211	15.7013	33.115486	20.78641528
1719	"(-2.53, 1.38, 338.2500000000001, 0.19677137870855155)"	0.323462687	33.07720139	0.85565677	0.08535506	-175	23.600119	80.96029	41.07640148
558	"(-2.53, 1.38, 97.91000000000003, 0.17546594982078859)"	0.251439703	61.74950949	0.636980273	0.150160155	-175	20.695503	137.35603	31.36465867
1065	"(-2.53, 1.38, -115.65999999999994, -0.10860093896713609)"	0.163599959	45.67949227	0.867222413	0.078043541	-238	33.173435	82.77499	44.32551565
2958	"(-2.53, 1.38, -20.429999999999875, -0.006906693711967503)"	0.18644379	46.03427375	0.914111867	0.054339346	-223	50.574276	86.02595	60.3959058
4200	"(-2.53, 1.38, 505.73000000000013, 0.12041190476190479)"	0.081194749	91.90996356	0.779739386	0.042762599	-244	62.637745	203.01192	89.97206521
651	"(-2.53, 1.38, 89.98000000000002, 0.13821812596006147)"	0.172527451	38.48767713	0.818607877	0.098380579	-178	32.835457	66.69988	37.25083077
2049	"(-2.53, 1.38, 65.68000000000006, 0.03205466081015133)"	0.194602004	64.78354448	0.775762645	0.073012232	-187	40.917633	125.23611	52.96594978
4200	"(-2.53, 1.38, 47.670000000000144, 0.011350000000000034)"	0.183470538	87.25671734	0.749774154	0.059313507	-289	52.57172	164.97234	67.45857807
1644	"(-2.53, 1.38, 34.79000000000005, 0.021161800486618036)"	0.458196411	33.93290615	0.870375267	0.093162169	-238	32.042706	63.93991	36.99773357
2025	"(-2.53, 1.38, 79.73000000000009, 0.03937283950617288)"	0.226694746	37.35680691	0.890035041	0.068089203	-223	34.254807	76.71428	49.5034989
270	"(-2.53, 1.08, 59.420000000000016, 0.22007407407407414)"	0.218244968	34.66509152	0.733700654	0.162905808	-109	17.33738	64.48664	25.09954105
2388	"(-2.53, 1.38, -213.49999999999991, -0.08940536013400331)"	0.109005395	49.77886635	0.925181428	0.048801018	-307	54.03361	92.33253	66.44548403
597	"(-2.53, 1.38, 30.770000000000024, 0.05154103852596319)"	0.80230576	18.25824056	0.880808276	0.157295669	-154	17.399366	34.582275	21.6532506
2622	"(-2.53, 1.38, 50.640000000000114, 0.019313501144164802)"	0.240005807	37.44726496	0.877173339	0.065226565	-268	48.372154	79.63163	52.43379921
1605	"(-2.53, 1.38, 32.27000000000004, 0.02010591900311529)"	0.298918122	31.55453323	0.884011408	0.080914892	-211	32.22126	73.62601	41.94062784
3369	"(-2.53, 1.38, -213.53999999999985, -0.06338379341050752)"	0.11655733	53.26494494	0.959817234	0.042829677	-406	63.164513	90.1423	72.97732091
852	"(-2.53, 1.38, 52.90000000000002, 0.0620892018779343)"	0.571314433	24.05305303	0.816342332	0.132846958	-163	17.533802	59.29597	27.6628756
1143	"(-2.53, 1.38, 72.92000000000003, 0.06379702537182855)"	0.844131506	21.31463842	0.913820244	0.123430192	-202	23.624357	40.124275	26.59739321
1857	"(-2.53, 1.38, -126.51999999999994, -0.06813139472267095)"	0.118493094	45.25480402	0.922274801	0.054418445	-316	53.342186	98.82365	59.77433895
219	"(-2.53, 1.38, 25.740000000000006, 0.11753424657534249)"	1.072603901	11.43540013	0.935293092	0.22412446	-127	12.164235	19.650524	14.31147089
1191	"(-2.53, 1.38, 164.54000000000005, 0.13815281276238459)"	0.204614747	41.3622762	0.852392574	0.081400013	-190	37.31136	70.29043	43.23715636
1020	"(-2.53, 1.38, 20.390000000000036, 0.01999019607843141)"	0.508163781	26.24795318	0.872636747	0.11341893	-202	23.828148	60.19147	30.31113601
4632	"(-2.53, 1.38, -3.5099999999998452, -0.0007577720207253552)"	0.145962958	52.14007362	0.949975803	0.04159833	-427	68.13131	95.85561	75.91591241
1350	"(-2.53, 1.38, 49.29000000000003, 0.03651111111111113)"	0.291531064	34.14656254	0.830653132	0.089004698	-187	28.144024	89.0708	40.57781106
1716	"(-2.53, 1.38, 158.41000000000008, 0.09231351981351986)"	0.36909223	28.23381098	0.862170195	0.088024773	-151	33.71103	88.91783	39.52968332
2121	"(-2.53, 1.38, 173.00000000000006, 0.0815652993870816)"	0.242157853	37.99959906	0.907894791	0.067050675	-211	38.68427	80.69047	49.28134743
1170	"(-2.53, 1.38, 55.84000000000003, 0.04772649572649575)"	0.372602082	28.66842504	0.839277432	0.102393305	-199	27.776447	77.649826	34.90954169
612	"(-2.53, 1.38, -3.2799999999999736, -0.005359477124182963)"	0.501388239	21.6599048	0.855840719	0.134456843	-124	20.902987	48.91586	26.07026222
2916	"(-2.53, 1.38, 59.62000000000008, 0.020445816186556956)"	0.526458467	35.39754413	0.886055186	0.079077065	-214	36.361393	76.454124	42.81637967
1104	"(-2.53, 1.38, 59.050000000000026, 0.05348731884057974)"	0.369317443	35.94648092	0.782476366	0.110842812	-241	20.432287	79.19162	34.58935715
1209	"(-2.53, 1.38, 20.610000000000046, 0.01704714640198515)"	0.766944503	21.51679828	0.894939704	0.121189355	-169	18.719265	57.338192	27.66068968
1515	"(-2.53, 1.38, -62.269999999999946, -0.041102310231023065)"	0.255544821	31.9383233	0.88697183	0.0789925	-262	33.259514	69.4196	42.81792038
1815	"(-2.53, 1.38, 123.91000000000005, 0.06826997245179066)"	0.137863934	61.02544036	0.776510259	0.067527546	-229	42.827442	152.30469	57.21278497
2541	"(-2.53, 1.38, 233.13000000000008, 0.09174734356552541)"	0.18165613	45.56671592	0.906648323	0.056996845	-253	48.257618	88.63493	58.05392298
405	"(-2.53, 1.38, 24.74000000000001, 0.06108641975308644)"	0.524075715	21.57693225	0.856079451	0.157092082	-121	21.426344	35.222645	22.30760189
5265	"(-2.53, 1.38, 66.59000000000015, 0.012647673314340009)"	0.460435357	44.67238281	0.91248954	0.060487723	-262	47.256836	83.883484	54.35332575
1848	"(-2.53, 1.38, 35.78000000000006, 0.019361471861471892)"	0.181138895	38.98116098	0.853881232	0.068243263	-232	34.16485	94.66786	51.48301833
2763	"(-2.53, 1.38, 20.91000000000009, 0.007567861020629782)"	0.214449536	40.17895981	0.891092218	0.060123445	-262	45.941776	89.22699	55.99570835
1782	"(-2.53, 1.38, 111.85000000000005, 0.06276655443322113)"	0.483278834	36.0415954	0.825870952	0.0973945	-166	33.25355	70.57832	37.2970629
3351	"(-2.53, 1.38, -40.70999999999986, -0.012148612354520995)"	0.126348551	70.32330689	0.821541752	0.051166876	-286	48.165432	194.63376	71.36786693
903	"(-2.53, 1.38, 81.00000000000003, 0.0897009966777409)"	0.279948839	33.21432588	0.818650922	0.102889741	-169	32.898186	64.59257	35.61643329
1125	"(-2.53, 1.38, -5.569999999999958, -0.004951111111111074)"	0.174512958	37.94557418	0.860977616	0.078314828	-229	29.992897	79.75218	44.4923551
1275	"(-2.53, 1.38, 81.75000000000004, 0.06411764705882356)"	0.238384995	31.45458797	0.898902111	0.079354028	-208	33.5727	73.05501	42.05715355
1803	"(-2.53, 1.38, 199.45000000000007, 0.11062118691070442)"	0.443678057	34.48147668	0.848988938	0.092993981	-259	33.824955	67.076035	37.99831874
2748	"(-2.53, 1.38, 69.0600000000001, 0.025131004366812263)"	0.305518553	35.8656536	0.887990002	0.067709967	-226	39.652946	73.82786	49.89540809
2082	"(-2.53, 1.38, -119.60999999999991, -0.0574495677233429)"	0.135820125	44.16749799	0.899082201	0.056605819	-274	47.4436	90.254974	58.94687347
6471	"(-2.53, 1.38, -883.8299999999997, -0.13658321743161794)"	0.154918633	63.73220025	0.928508325	0.039553087	-409	67.73304	114.74972	81.68739829
630	"(-2.53, 1.38, 42.010000000000026, 0.06668253968253972)"	1.006878174	15.74653081	0.927809308	0.160536448	-178	16.191372	34.472645	20.14136405
5727	"(-2.53, 1.38, -389.3499999999998, -0.06798498341190846)"	0.226401992	49.67920894	0.945421036	0.045195325	-307	63.631702	91.62199	70.21056707
2250	"(-2.53, 1.38, 23.980000000000075, 0.010657777777777811)"	0.403758338	38.87912434	0.834196574	0.083574104	-229	26.633974	93.2477	43.03096853
576	"(-2.53, 1.38, 17.350000000000016, 0.030121527777777806)"	0.695030303	17.50731016	0.868544254	0.153847786	-157	18.269304	44.356663	22.45112214
1521	"(-2.53, 1.38, 12.14000000000005, 0.007981591058514169)"	0.516234651	26.54043178	0.890998839	0.097883514	-178	30.499313	64.12461	34.39810886
2109	"(-2.53, 1.38, -27.299999999999947, -0.012944523470839235)"	0.107857015	65.01644044	0.841404464	0.055502671	-256	44.5635	153.3538	64.23956078
1671	"(-2.53, 1.38, -85.10999999999994, -0.05093357271095149)"	0.130917524	61.05730278	0.801614849	0.067024639	-262	39.087646	116.13291	55.83686423
258	"(-2.53, 1.38, -18.579999999999988, -0.07201550387596894)"	0.761165578	14.74241603	0.876091319	0.200815798	-142	13.3592825	31.940691	17.05194812
1566	"(-2.53, 1.38, 4.500000000000039, 0.0028735632183908297)"	0.239244073	38.9993999	0.899716334	0.073469711	-205	37.42456	69.327324	45.38447536
4200	"(-2.53, 1.38, 230.4500000000001, 0.054869047619047644)"	0.165645451	68.96792333	0.770322808	0.054454539	-265	40.40851	142.58717	71.51784383
615	"(-2.53, 1.38, 12.220000000000015, 0.019869918699187018)"	0.731879112	17.65226984	0.862576846	0.154458835	-160	15.418321	47.848694	22.51700914
1488	"(-2.53, 1.38, 114.08000000000004, 0.07666666666666669)"	0.694325772	24.36947847	0.913592158	0.107014416	-190	25.003008	44.518814	30.68503369
1266	"(-2.53, 1.38, 115.24000000000004, 0.09102685624012641)"	0.120273165	41.00611808	0.882839874	0.065039385	-205	42.755283	86.75084	52.24718396
1515	"(-2.53, 1.38, -20.299999999999944, -0.013399339933993362)"	0.614437366	25.66164716	0.916830731	0.100063683	-211	24.511827	47.981834	32.70059143
546	"(-2.53, 1.38, 44.770000000000024, 0.08199633699633704)"	0.891316604	16.53287924	0.871112412	0.17004352	-142	14.846019	38.056324	20.25288821
1233	"(-2.53, 1.38, 14.820000000000038, 0.012019464720194677)"	0.763079582	24.99178673	0.858607495	0.123877188	-184	19.34517	51.05584	28.20559347
2094	"(-2.53, 1.38, 88.87000000000008, 0.04244030563514808)"	0.446379793	29.97987521	0.911058347	0.082292094	-217	30.00395	59.00737	40.01445884
2466	"(-2.53, 1.38, 35.08000000000009, 0.0142254663422547)"	0.278255524	38.24678049	0.916135686	0.066249545	-307	41.928535	69.51998	49.42862795
1203	"(-2.53, 1.38, 77.24000000000002, 0.06420615128844558)"	0.171181742	37.36041914	0.899104439	0.072676616	-163	41.96028	68.93197	45.91096431
2049	"(-2.53, 1.38, -61.089999999999925, -0.02981454367984379)"	0.120144146	47.79242455	0.911082991	0.053302983	-232	55.161053	88.99736	61.77486482
2220	"(-2.53, 1.38, 90.59000000000007, 0.04080630630630634)"	0.539903533	31.62904301	0.886081283	0.087914419	-247	25.988955	61.27636	38.51124721
1074	"(-2.53, 1.38, 64.01000000000003, 0.059599627560521444)"	0.584338083	23.16043524	0.847633332	0.119995783	-160	24.409788	79.09931	29.49492144
1608	"(-2.53, 1.38, 105.00000000000004, 0.06529850746268659)"	0.347188223	33.86663036	0.824305998	0.090985687	-181	30.86446	77.88422	39.99997452
2850	"(-2.53, 1.38, 40.3400000000001, 0.014154385964912317)"	0.244588679	39.50994631	0.918418488	0.060005476	-262	44.8862	79.536736	54.4364442
2556	"(-2.53, 1.38, -74.50999999999989, -0.029151017214397452)"	0.136302525	44.68961134	0.923683653	0.051865293	-265	50.16463	87.152916	62.62116825
1971	"(-2.53, 1.38, 105.89000000000006, 0.05372399797057334)"	0.069301458	157.3400587	0.643747399	0.063525063	-241	37.9305	280.8486	73.36022678
1884	"(-2.53, 1.38, 14.440000000000076, 0.0076645435244161765)"	0.287978402	32.97807267	0.887378369	0.075966616	-274	34.469864	64.7295	44.50303579
2055	"(-2.53, 1.38, -141.74999999999994, -0.068978102189781)"	0.081041535	55.84033123	0.930386525	0.046029083	-331	64.85387	104.68732	70.05280364
903	"(-2.53, 1.38, 81.74000000000004, 0.09052048726467335)"	0.524298166	23.55022015	0.878977526	0.119125303	-181	22.173195	43.95946	28.65097888
1578	"(-2.53, 1.38, -99.99999999999994, -0.06337135614702151)"	0.081787395	50.89400036	0.92480283	0.05200082	-340	52.255054	88.125435	62.38237569
390	"(-2.53, 1.38, 62.73000000000001, 0.16084615384615386)"	0.338440425	28.49776325	0.722189498	0.167397986	-100	15.852889	70.93763	24.81531867
1218	"(-2.53, 1.38, -0.29999999999996163, -0.0002463054187191803)"	0.178323112	34.70416476	0.881996766	0.076519872	-205	41.67617	76.325966	44.45084546
1452	"(-2.53, 1.38, 69.05000000000004, 0.04755509641873281)"	0.60670313	30.91870786	0.863271139	0.108002384	-223	21.14349	58.44401	32.17663997
888	"(-2.53, 1.38, 81.39000000000004, 0.09165540540540545)"	0.835876332	19.88092475	0.899674081	0.138456354	-184	19.15838	41.8162	24.08369692
867	"(-2.53, 1.38, 59.68000000000003, 0.06883506343713959)"	0.174960824	41.30190369	0.847580139	0.085507574	-181	25.035606	76.8899	41.3938573
762	"(-2.53, 1.38, -27.35999999999997, -0.03590551181102358)"	0.27884816	27.49985431	0.847777973	0.105900164	-178	26.197477	62.723133	33.41507907
288	"(-2.53, 1.38, 33.94000000000001, 0.11784722222222227)"	0.977697466	13.72079095	0.866998609	0.21948326	-139	13.090154	22.596878	15.76527142
774	"(-2.53, 1.38, 67.92000000000002, 0.08775193798449614)"	0.302555632	30.01567445	0.877244937	0.104078311	-127	26.751917	50.25096	32.85792603
4587	"(-2.53, 1.38, -9.899999999999874, -0.0021582733812949366)"	0.298432936	47.41216693	0.902195265	0.055943889	-235	43.64411	105.09366	59.43852922
1077	"(-2.53, 1.38, 93.18000000000005, 0.08651810584958222)"	0.352764555	27.83036239	0.846598417	0.102703477	-172	20.230743	63.26152	34.50314284
1482	"(-2.53, 1.38, 99.21000000000004, 0.06694331983805671)"	0.664413236	26.01941488	0.863975702	0.11115033	-199	24.41422	59.227654	31.23985219
1245	"(-2.53, 1.38, -31.189999999999955, -0.02505220883534133)"	0.370589261	30.69297563	0.802964377	0.104828308	-172	25.410261	79.12382	35.64071421
690	"(-2.53, 1.38, 67.88000000000002, 0.09837681159420293)"	0.632067848	19.80425945	0.863965403	0.141104174	-178	19.411915	57.631855	24.60849441
2505	"(-2.53, 1.38, 7.660000000000089, 0.0030578842315369618)"	0.336176009	38.08548593	0.850400644	0.07489328	-202	32.20892	80.09033	47.10367838
3213	"(-2.53, 1.38, 177.4500000000001, 0.05522875816993467)"	0.500578185	36.49597037	0.928278774	0.071919986	-256	40.87746	60.633133	44.93587876
4200	"(-2.53, 1.38, 365.3900000000001, 0.08699761904761907)"	0.497086464	36.20079141	0.947195504	0.065884297	-280	41.365738	68.39251	48.07283247
1602	"(-2.53, 1.38, 36.17000000000006, 0.022578027465667953)"	0.45801781	28.72119324	0.89783009	0.091503216	-187	31.855236	61.68104	36.51663431
2349	"(-2.53, 1.38, 124.24000000000007, 0.05289059174116648)"	0.322985269	39.97980717	0.81333142	0.080034549	-220	33.343765	89.69991	46.08676247
1116	"(-2.53, 1.38, 72.20000000000005, 0.06469534050179215)"	0.112871719	47.60143838	0.861011887	0.067562864	-235	43.13826	112.83097	51.57082231
3147	"(-2.53, 1.38, -44.649999999999906, -0.014188115665713348)"	0.157488095	54.23166199	0.870874205	0.053530253	-277	50.086723	111.6621	64.35266414
2925	"(-2.53, 1.38, 41.050000000000075, 0.01403418803418806)"	0.521038565	38.83823442	0.899532651	0.077566337	-271	35.144394	69.50137	42.99629577
1089	"(-2.53, 1.38, 88.40000000000003, 0.08117539026629939)"	0.821518482	19.54594864	0.895420635	0.129062647	-181	19.497154	50.330948	25.95933658
1542	"(-2.53, 1.38, 154.07000000000005, 0.09991569390402079)"	0.193989059	34.75812808	0.889449536	0.070567717	-175	37.555233	89.60705	47.79625567
1137	"(-2.53, 1.38, -32.26999999999996, -0.028381706244503042)"	0.497358565	24.66718281	0.839874796	0.112291915	-184	25.422226	79.441025	31.80960073
1623	"(-2.53, 1.38, 259.28000000000003, 0.1597535428219347)"	0.492814569	31.23303195	0.844018617	0.100287283	-199	24.081059	62.060154	35.44241976
744	"(-2.53, 1.38, -66.41999999999999, -0.08927419354838707)"	0.283521435	27.09663541	0.878298126	0.102745986	-178	28.339708	51.837105	33.244089
1215	"(-2.53, 1.38, 56.41000000000003, 0.04642798353909468)"	0.763624872	22.0090886	0.870484318	0.123987494	-169	22.645267	50.97143	27.79600749
1272	"(-2.53, 1.38, -92.74999999999993, -0.07291666666666662)"	0.142609261	36.89606822	0.891214368	0.069246632	-232	41.81503	84.1438	48.6116561
561	"(-2.53, 1.38, 14.520000000000016, 0.0258823529411765)"	0.880183808	16.17657554	0.933775239	0.15461399	-154	17.770473	27.51343	20.77926172
2574	"(-2.53, 1.38, -129.81999999999988, -0.05043512043512039)"	0.093146758	54.89209181	0.934235378	0.045182021	-295	62.360966	96.1222	71.07212343
462	"(-2.53, 1.38, 21.330000000000013, 0.04616883116883119)"	0.89988393	16.12146834	0.900058625	0.171691645	-130	15.386708	29.847605	19.41338628
1965	"(-2.53, 1.38, -20.37999999999991, -0.010371501272264586)"	0.309629453	32.07268939	0.869487894	0.078155885	-196	33.48735	68.35782	44.14647475
600	"(-2.53, 1.38, 16.090000000000018, 0.026816666666666697)"	0.265297343	43.8475947	0.665808077	0.143603579	-127	14.615717	79.271736	31.37667579
5934	"(-2.53, 1.38, -57.6599999999998, -0.00971688574317489)"	0.12517412	65.28170084	0.966418263	0.035844726	-472	71.32231	112.16917	86.60258622
1329	"(-2.53, 1.38, 47.30000000000003, 0.03559066967644848)"	0.393127143	35.41537693	0.81824941	0.100638435	-169	27.877693	82.145226	36.43104918
1296	"(-2.53, 1.38, 72.21000000000004, 0.055717592592592624)"	0.312297903	29.45810384	0.888341015	0.088125025	-238	29.916746	60.079292	38.32148135
939	"(-2.53, 1.38, 66.94000000000003, 0.07128860489882857)"	0.813490257	19.3819303	0.926617014	0.12909029	-175	18.58201	37.610275	25.0799929
3177	"(-2.53, 1.38, -141.7499999999999, -0.04461756373937673)"	0.150722967	42.60709962	0.93978592	0.049141423	-220	57.188034	86.15406	64.95978749
1449	"(-2.53, 1.38, 94.24000000000004, 0.06503795721187028)"	0.561887409	25.26359928	0.88372016	0.10397511	-184	25.30373	68.333305	32.64954289
1590	"(-2.53, 1.38, -14.789999999999942, -0.009301886792452793)"	0.147704846	42.15370316	0.905102949	0.062656257	-259	39.699123	73.21829	52.90038467
891	"(-2.53, 1.38, 97.65000000000003, 0.10959595959595964)"	0.329299597	29.89128549	0.837322421	0.108192062	-184	24.590942	70.4856	33.1156388
